cost_yr,median_income,affordability_ratio,ave_fam_size
7562,42768,0.1768139,3.33
7562,43281,0.1747182,3.33
7562,38518,0.1963232,3.33
7562,25749,0.2936805,3.33
7562,33393,0.226454,3.33
7562,55196,0.1370023,3.33
7562,35349,0.2139234,3.33
7562,39219,0.1928142,3.33
7562,34520,0.2190608,3.33
8581,5694,1.5070459,3.94
8581,51429,0.1668537,3.94
8581,33269,0.2579314,3.94
7212,41696,0.1729761,3.07
7212,50369,0.1431915,3.07
7212,48851,0.147641,3.07
6949,26818,0.25913,3.09
6949,34566,0.2010458,3.09
6949,30934,0.2246508,3.09
6949,34931,0.198945,3.09
6949,62321,0.1115089,3.09
6949,32518,0.2137077,3.09
7811,37321,0.2092844,3.29
7811,44548,0.1753323,3.29
7811,49426,0.1580282,3.29
7811,44920,0.1738803,3.29
5583,30288,0.1843178,2.52
5583,34167,0.1633921,2.52
5583,32721,0.1706126,2.52
6841,95769,0.0714354,3.26
6841,34648,0.1974515,3.26
6841,23245,0.2943128,3.26
6841,44583,0.1534509,3.26
6841,23929,0.2859,3.26
6841,29052,0.2354847,3.26
6214,38295,0.1622655,2.51
6214,93750,0.0662822,2.51
6214,52045,0.1193959,2.51
7999,6528,1.2254062,3.3
6424,53594,0.1198727,2.85
6424,41136,0.1561761,2.85
6424,23854,0.2693242,2.85
6424,19886,0.3230644,2.85
6424,67237,0.0955495,2.85
6424,105238,0.061047,2.85
6424,52008,0.1235283,2.85
6840,40093,0.1705915,3.26
5547,70341,0.0788592,2.57
5547,72386,0.0766314,2.57
6840,40093,0.1705915,3.26
6876,19615,0.3505683,3.17
6876,23275,0.2954414,3.17
6876,13750,0.5001016,3.17
6876,48000,0.1432583,3.17
6876,20639,0.3331749,3.17
6084,41875,0.1453003,2.88
6084,41875,0.1453003,2.88
6412,162545,0.0394447,2.85
6412,46174,0.138856,2.85
6412,24527,0.2614073,2.85
6412,70625,0.0907828,2.85
6412,39186,0.1636181,2.85
6140,102628,0.059825,2.66
6140,55395,0.1108352,2.66
6140,66696,0.0920552,2.66
6140,69265,0.088641,2.66
6140,67540,0.0909049,2.66
8175,12461,0.6560254,3.84
8175,40795,0.2003857,3.84
8175,15840,0.5160816,3.84
9539,33125,0.2879728,4.17
9539,22292,0.4279158,4.17
9539,24582,0.3880522,4.17
9539,36983,0.257932,4.17
9539,22417,0.4255297,4.17
9539,26610,0.358478,4.17
6728,22273,0.3020544,2.97
6728,30938,0.2174561,2.97
6728,26801,0.2510226,2.97
7174,37117,0.1932906,3.12
7174,11941,0.6008179,3.12
7174,40606,0.1766824,3.12
7174,60000,0.1195728,3.12
7174,33080,0.2168793,3.12
7174,39922,0.1797096,3.12
7506,52130,0.1439824,3.15
7506,29917,0.2508876,3.15
7506,27989,0.2681698,3.15
7506,51307,0.146292,3.15
7506,44427,0.1689469,3.15
7506,43557,0.1723214,3.15
5828,21750,0.2679559,2.61
5828,39479,0.1476238,2.61
5828,12167,0.4790039,2.61
5828,36050,0.1616655,2.61
9470,33269,0.2846602,4
9470,39886,0.2374357,4
9470,35268,0.2685256,4
8096,11599,0.6980205,3.37
8096,11599,0.6980205,3.37
8130,36111,0.2251463,3.64
8130,35500,0.2290213,3.64
8130,24327,0.3342071,3.64
8130,25295,0.3214176,3.64
8130,67727,0.1200445,3.64
8130,25147,0.3233092,3.64
6419,44735,0.1434965,2.67
6419,29389,0.2184258,2.67
6419,22171,0.2895366,2.67
6419,56280,0.1140603,2.67
6419,49028,0.1309316,2.67
6419,44631,0.1438309,2.67
8497,20189,0.4208746,3.7
8497,34886,0.2435658,3.7
8497,22099,0.3844987,3.7
9608,77375,0.1241706,3.86
9608,19429,0.4945029,3.86
6981,3948,1.7681473,3.14
6981,31000,0.2251821,3.14
6981,15163,0.4603736,3.14
6981,25858,0.2699608,3.14
6981,36091,0.1934179,3.14
6981,12008,0.5813329,3.14
6981,32137,0.2172152,3.14
5694,14500,0.3927006,2.36
5694,14500,0.3927006,2.36
7934,54958,0.1443724,3.33
7934,58060,0.136659,3.33
6412,37971,0.1688726,3.03
6412,34470,0.1860244,3.03
6412,27552,0.2327331,3.03
6412,32917,0.1948009,3.03
6164,39934,0.1543585,2.69
6164,51188,0.1204218,2.69
7023,115938,0.0605721,2.99
7023,29085,0.2414513,2.99
7023,76979,0.0912276,2.99
7119,26667,0.2669575,2.87
5204,36977,0.1407272,2.16
5204,36977,0.1407272,2.16
6724,36797,0.1827251,2.9
6724,36172,0.1858823,2.9
6053,41458,0.1459919,2.6
6053,39132,0.1546696,2.6
6332,19286,0.3283103,2.62
5635,76250,0.0739051,2.4
5635,28906,0.1949515,2.4
6020,133750,0.0450111,2.5
6020,92125,0.0653485,2.5
6020,60417,0.0996447,2.5
6020,87614,0.0687132,2.5
9346,3869,2.4156061,4.3
9346,4226,2.2115428,4.3
7404,84732,0.0873828,3.34
7404,45250,0.1636269,3.34
7404,26086,0.2838349,3.34
7404,40099,0.1846459,3.34
7404,31344,0.2362212,3.34
7404,34216,0.2163934,3.34
6171,34653,0.1780703,2.65
6171,31831,0.1938573,2.65
6171,33623,0.1835253,2.65
9074,14348,0.6324389,4.47
9074,13152,0.6899508,4.47
7690,15332,0.5015823,3.5
7690,19545,0.3934643,3.5
7690,15969,0.4815743,3.5
6459,3795,1.7020196,3.23
6459,5585,1.15652,3.23
9179,13017,0.7051287,4.02
9179,21282,0.4312875,4.02
9179,14871,0.6172188,4.02
6979,102976,0.0677686,2.91
6979,102976,0.0677686,2.91
8001,17366,0.4607508,3.44
8001,17366,0.4607508,3.44
5537,28750,0.192605,2.45
5537,28750,0.192605,2.45
7776,30884,0.2517796,3.62
7776,24167,0.3217595,3.62
6850,15323,0.4470532,2.98
6850,15323,0.4470532,2.98
6019,66471,0.0905582,2.77
6019,54375,0.1107033,2.77
6019,65151,0.092393,2.77
8158,40208,0.202887,3.38
8158,40451,0.2016682,3.38
8158,69917,0.1166766,3.38
8158,42240,0.1931269,3.38
7342,44661,0.1644038,3.06
7342,37969,0.1933798,3.06
7342,54890,0.1337664,3.06
7342,35781,0.205205,3.06
7342,47034,0.1561092,3.06
6413,130625,0.0490926,2.81
6413,130625,0.0490926,2.81
5544,15921,0.3482017,2.58
5544,69632,0.0796145,2.58
5544,67868,0.0816838,2.58
8124,16866,0.4816807,3.67
8124,43750,0.185692,3.67
8124,20579,0.3947727,3.67
6794,67784,0.1002366,2.91
6794,52961,0.1282914,2.91
6553,56302,0.1163815,2.71
6553,76635,0.0855029,2.71
5326,23304,0.2285363,2.34
5326,23304,0.2285363,2.34
5224,9176,0.5692685,2.29
5224,24563,0.2126616,2.29
5224,24406,0.2140296,2.29
4067,28375,0.1433238,2.02
4067,28375,0.1433238,2.02
9557,12379,0.7719975,4.29
9557,11048,0.8650034,4.29
9616,6761,1.4222709,4.27
9616,29010,0.331471,4.27
9616,77679,0.1237912,4.27
9616,28073,0.3425346,4.27
8861,21796,0.4065243,3.8
8861,21855,0.4054268,3.8
8861,21685,0.4086052,3.8
6747,13678,0.4932836,3
6747,48250,0.1398369,3
6747,20760,0.3250064,3
9303,24509,0.379576,3.84
9303,24196,0.3844862,3.84
8973,30703,0.2922589,3.97
8973,14554,0.6165469,3.97
8973,16121,0.5566171,3.97
6274,41250,0.1521016,2.62
6274,70550,0.0889325,2.62
6274,61894,0.1013699,2.62
6274,47951,0.1308458,2.62
6274,54732,0.1146348,2.62
7439,66304,0.1121901,3.29
7439,76051,0.0978113,3.29
7439,44643,0.1666252,3.29
7439,55357,0.1343759,3.29
7439,102778,0.0723759,3.29
7439,50385,0.1476362,3.29
8929,63750,0.1400619,3.59
8929,28750,0.3105721,3.59
8929,30250,0.2951719,3.59
11428,41786,0.2734983,4.67
11428,31741,0.3600517,4.67
11428,33135,0.3449042,4.67
8762,32236,0.2718025,3.73
8762,46447,0.1886414,3.73
8762,32357,0.2707861,3.73
6411,33361,0.1921746,3.13
6411,30673,0.2090157,3.13
8072,10536,0.766139,3.36
6411,35865,0.1787575,3.13
6411,14688,0.4364881,3.13
6411,31821,0.2014751,3.13
8072,10536,0.766139,3.36
7572,30408,0.2490185,3.21
7572,28750,0.2633793,3.21
7572,29397,0.2575825,3.21
6478,28182,0.2298603,2.86
6478,28712,0.2256173,2.86
8324,93333,0.0891867,3.49
8324,14857,0.5602789,3.49
8324,36797,0.2262158,3.49
8324,20504,0.4059727,3.49
6137,90893,0.0675183,2.59
6137,44286,0.1385752,2.59
6137,21167,0.2899297,2.59
6137,42679,0.143793,2.59
7523,30909,0.2433956,3.39
7523,29129,0.2582689,3.39
7523,23110,0.3255351,3.39
7523,21126,0.3561069,3.39
7523,22981,0.3273624,3.39
7523,34758,0.2164427,3.39
7523,12041,0.6247916,3.39
7523,24602,0.3057928,3.39
7881,19013,0.4145213,3.5
7881,19013,0.4145213,3.5
7273,28295,0.2570252,3.11
7273,29318,0.2480568,3.11
7654,37841,0.2022752,3.3
7654,28462,0.2689304,3.3
7654,36587,0.2092081,3.3
7654,38750,0.1975302,3.3
7654,33095,0.2312826,3.3
7173,10139,0.7074919,2.92
7173,38125,0.1881511,2.92
7173,10347,0.6932696,2.92
10795,63344,0.1704164,4.63
7402,26676,0.2774966,3.49
7402,80192,0.0923097,3.49
7402,26729,0.2769464,3.49
6855,52750,0.1299483,3.02
6855,33853,0.2024865,3.02
6855,20393,0.3361337,3.02
6855,80088,0.0855905,3.02
6855,125139,0.0547773,3.02
6855,41354,0.1657584,3.02
5334,70870,0.075266,2.16
5596,9438,0.5929211,2.55
5596,19788,0.2827971,2.55
5596,14926,0.3749155,2.55
5329,65729,0.0810685,2.43
5329,50694,0.1051121,2.43
6925,24511,0.282532,3.01
6925,25083,0.2760891,3.01
5791,20739,0.2792387,2.68
5791,21146,0.2738641,2.68
7261,16818,0.4317174,3.33
7261,16818,0.4317174,3.33
5896,125889,0.0468353,2.47
5896,114688,0.0514095,2.47
6614,19786,0.3342631,3.01
8840,60565,0.1459522,4.21
8840,29323,0.301456,4.21
8840,60179,0.1468883,4.21
6284,30659,0.204961,2.84
6284,30667,0.2049075,2.84
6284,30662,0.2049409,2.84
5845,36528,0.1600016,2.72
5845,36528,0.1600016,2.72
7247,32000,0.2264538,3.07
7247,61189,0.1184285,3.07
7247,29685,0.2441139,3.07
7247,40979,0.176835,3.07
7247,65833,0.1100743,3.07
7247,35054,0.2067245,3.07
8648,29500,0.2931448,3.5
8648,37083,0.2332005,3.5
8648,87457,0.0988803,3.5
8648,71307,0.1212752,3.5
7693,31250,0.2461769,3.22
7693,35888,0.2143621,3.22
7693,43911,0.1751959,3.22
7693,36908,0.2084379,3.22
6075,36190,0.167855,2.62
6075,36190,0.167855,2.62
7816,6837,1.143127,3.71
7816,6837,1.143127,3.71
9403,12031,0.7815595,4.79
9403,12031,0.7815595,4.79
16872,20547,0.8211442,7.12
16872,20547,0.8211442,7.12
7981,43125,0.18506,3.48
7981,16938,0.4711722,3.48
6586,20500,0.3212554,3.02
6586,20500,0.3212554,3.02
6908,43636,0.1582996,2.86
6908,36724,0.1880939,2.86
6908,26196,0.2636876,2.86
6908,62063,0.1112992,2.86
6908,46500,0.1485497,2.86
6908,53972,0.1279842,2.86
6742,31786,0.212102,2.72
6742,31538,0.2137699,2.72
5579,14145,0.3944374,2.83
5579,13750,0.4057685,2.83
7533,100357,0.0750669,3.11
7533,54038,0.1394109,3.11
7052,25833,0.272978,3.26
7052,19583,0.3601001,3.26
6189,8417,0.7352762,2.5
6189,8417,0.7352762,2.5
6845,42656,0.1604727,2.85
6845,34847,0.1964336,2.85
6845,47628,0.1437206,2.85
6845,49191,0.139154,2.85
6845,100227,0.0682962,2.85
6845,46500,0.1472069,2.85
7475,26400,0.2831554,3.3
7475,59583,0.1254603,3.3
7475,24851,0.3008049,3.3
7475,34023,0.2197132,3.3
7475,85074,0.0878682,3.3
7475,31275,0.2390185,3.3
9472,18393,0.5149871,4.05
9472,18393,0.5149871,4.05
5882,42371,0.1388239,2.56
5882,41839,0.1405891,2.56
7877,28750,0.2739738,3.59
7877,21761,0.3619662,3.59
7877,26154,0.301168,3.59
7877,40054,0.1966532,3.59
7877,25991,0.3030567,3.59
5410,10417,0.5193386,2.52
5410,10417,0.5193386,2.52
7732,22083,0.3501252,3.36
7732,40750,0.1897378,3.36
7732,20650,0.374422,3.36
7732,28039,0.2757522,3.36
7732,23924,0.3231824,3.36
7849,41321,0.1899565,3.36
7849,173214,0.045315,3.36
7849,26962,0.2911205,3.36
7849,55793,0.1406842,3.36
7849,62841,0.1249056,3.36
7849,46863,0.1674923,3.36
6702,3243,2.0667018,3.01
6702,30764,0.2178622,3.01
6702,17440,0.384307,3.01
6702,17143,0.390965,3.01
5850,42566,0.1374303,2.54
5850,39000,0.1499964,2.54
6776,22889,0.2960344,2.97
6776,28073,0.2413682,2.97
6776,23252,0.2914128,2.97
8151,63981,0.127397,3.6
8151,36546,0.2230337,3.6
8151,21341,0.3819403,3.6
8151,7176,1.135868,3.6
8151,23929,0.3406322,3.6
8151,35632,0.2287547,3.6
5088,20729,0.2454294,2.23
5088,27604,0.1843032,2.23
7814,7134,1.0953016,3.29
7814,34278,0.2279562,3.29
7814,28529,0.2738926,3.29
7814,51000,0.1532134,3.29
7814,49333,0.1583906,3.29
7814,37595,0.2078436,3.29
6808,28438,0.2394135,2.84
6856,69342,0.0988737,2.99
6856,26364,0.2600555,2.99
6856,55278,0.1240295,2.99
6856,40610,0.1688279,2.99
6856,16875,0.4062875,2.99
6856,38639,0.1774399,2.99
11184,55909,0.2000399,4.64
9914,61495,0.1612142,4.35
9914,24219,0.4093427,4.35
9914,25982,0.3815669,4.35
7567,31231,0.2423025,3.24
7567,49196,0.1538204,3.24
7567,31494,0.2402791,3.24
7164,46250,0.1549061,3.22
7164,30846,0.2322638,3.22
7164,22373,0.3202257,3.22
7164,40244,0.1780243,3.22
7164,35000,0.2046974,3.22
7164,27800,0.2577126,3.22
7164,30697,0.2333912,3.22
7050,33438,0.2108381,3.17
7050,46250,0.1524325,3.17
7050,34500,0.2043479,3.17
8690,11500,0.7556555,4.04
7104,41389,0.1716486,3.16
7104,41389,0.1716486,3.16
4491,27250,0.1648038,2.09
4491,27250,0.1648038,2.09
6073,44375,0.1368648,2.58
6073,80096,0.0758262,2.58
8671,31194,0.2779624,3.73
8671,20963,0.4136221,3.73
8671,25530,0.3396302,3.73
8671,23167,0.374272,3.73
8671,11618,0.7463212,3.73
8671,22249,0.3897146,3.73
6666,52151,0.1278154,2.74
6666,50669,0.1315538,2.74
11719,120833,0.096988,4.7
11719,120833,0.096988,4.7
8854,41348,0.214141,3.83
8854,40588,0.2181507,3.83
6699,49107,0.1364142,2.9
6699,16000,0.4186808,2.9
7709,58864,0.1309642,3.37
7709,14250,0.5409878,3.37
7709,49010,0.157296,3.37
7709,39032,0.1975066,3.37
7709,39718,0.1940953,3.37
7654,26417,0.289749,3.45
7654,42386,0.1805856,3.45
7654,23272,0.328906,3.45
7654,28202,0.2714098,3.45
7654,23934,0.3198086,3.45
8125,33984,0.2390686,3.27
7301,60665,0.1203554,3.53
7301,27622,0.2643313,3.53
7301,25673,0.2843983,3.53
7301,35217,0.2073248,3.53
7301,46131,0.1582744,3.53
7301,31036,0.2352545,3.53
5987,47361,0.1264016,2.57
5987,34375,0.1741529,2.57
5987,78452,0.0763079,2.57
5987,14750,0.4058648,2.57
5987,58894,0.1016488,2.57
9427,15938,0.5914619,4.11
9427,15938,0.5914619,4.11
8339,71453,0.1167086,3.46
8339,58720,0.142016,3.46
8339,55417,0.1504805,3.46
8339,66181,0.1260056,3.46
8220,16346,0.5028747,3.84
8220,11913,0.6900016,3.84
8220,6615,1.2426288,3.84
8220,11875,0.6922096,3.84
7662,9323,0.8218018,3.39
7662,38125,0.2009615,3.39
7712,49095,0.1570785,3.45
7712,21383,0.3606495,3.45
7712,48750,0.1581901,3.45
7712,23486,0.3283559,3.45
5041,16424,0.3069507,2.25
5041,16424,0.3069507,2.25
7217,8472,0.8519131,3.28
7217,8889,0.8119482,3.28
7173,16429,0.4366023,2.99
7173,16429,0.4366023,2.99
7240,24306,0.2978699,3.23
7240,30341,0.2386219,3.23
6400,43403,0.1474667,3.01
8860,140875,0.0628902,3.68
8860,71154,0.1245138,3.68
8860,82564,0.1073065,3.68
8860,4000,2.2149135,3.68
8860,71635,0.1236777,3.68
8155,57847,0.1409671,3.47
8155,37137,0.2195794,3.47
8155,40625,0.2007267,3.47
8155,52500,0.1553242,3.47
8155,41729,0.1954162,3.47
6342,20508,0.309249,2.65
6342,19279,0.3289631,2.65
6342,19705,0.3218513,2.65
5597,84028,0.0666094,2.41
5597,84028,0.0666094,2.41
9822,17857,0.5500411,4.31
9822,22188,0.4426755,4.31
9822,21953,0.4474142,4.31
5455,36625,0.1489489,2.53
5455,38021,0.14348,2.53
9700,29787,0.3256378,4.07
9700,29787,0.3256378,4.07
7419,46103,0.160927,3.25
7419,36736,0.2019604,3.25
6925,18250,0.3794699,3.04
6925,31063,0.2229445,3.04
6925,26047,0.265878,3.04
6925,34412,0.2012474,3.04
6925,28750,0.2408809,3.04
7915,33661,0.2351292,3.48
7915,32635,0.2425213,3.48
7592,24605,0.3085542,3.31
7592,23421,0.3241525,3.31
7256,101591,0.0714217,2.95
7256,45587,0.1591638,2.95
8072,24421,0.3305404,3.47
8072,75481,0.1069425,3.47
8072,38019,0.2123183,3.47
8072,53478,0.150943,3.47
8072,30104,0.2681414,3.47
8224,29355,0.2801529,3.57
8224,21429,0.3837738,3.57
8224,23148,0.3552742,3.57
6807,11538,0.5899472,3.07
6807,12452,0.546644,3.07
7067,26731,0.2643679,3.13
7067,45781,0.1543614,3.13
5300,97625,0.0542904,2.34
5300,43036,0.1231549,2.34
5300,53462,0.0991376,2.34
7227,167679,0.0430983,3.06
7227,26971,0.2679425,3.06
7227,56271,0.1284263,3.06
7227,42273,0.1709525,3.06
7227,30600,0.2361659,3.06
7498,11701,0.6408301,3.32
7498,47880,0.1566072,3.32
7498,33139,0.2262697,3.32
8995,16118,0.5580651,4.12
8995,60536,0.1485875,4.12
8995,21688,0.4147406,4.12
6219,10504,0.5920753,2.93
6219,10282,0.6048589,2.93
5942,8194,0.7251786,2.69
5942,8935,0.6650379,2.69
9153,25662,0.3566772,3.91
9153,16729,0.5471368,3.91
9153,21530,0.4251301,3.91
6355,48390,0.1313351,2.99
6355,13804,0.4603961,2.99
6355,12262,0.5182929,2.99
6177,49886,0.1238151,2.58
6177,48409,0.1275928,2.58
8929,32813,0.2721162,3.59
7060,21903,0.3223247,3.04
7060,68490,0.103079,3.04
7060,48583,0.1453158,3.04
6982,31210,0.2237054,3.28
6982,46786,0.1492294,3.28
6982,41250,0.1692568,3.28
6982,36591,0.1908077,3.28
5936,40375,0.1470119,2.51
5936,28553,0.2078803,2.51
5936,29188,0.2033578,2.51
8324,14554,0.5719337,3.78
8324,16852,0.4939428,3.78
8324,15375,0.5413934,3.78
6879,9519,0.7226798,3.12
6879,18304,0.3758298,3.12
7190,41500,0.1732565,2.97
7190,41500,0.1732565,2.97
7330,46500,0.157624,3.29
7330,36250,0.2021936,3.29
8326,29650,0.2807966,3.35
8326,85600,0.0972619,3.35
8326,41250,0.2018332,3.35
7492,11750,0.6375974,3.36
7492,27188,0.2755542,3.36
7492,16250,0.4610319,3.36
6958,72750,0.0956433,3.12
6958,32639,0.2131821,3.12
6958,34167,0.2036483,3.12
6958,32798,0.2121487,3.12
6631,100536,0.0659565,2.83
6631,101786,0.0651465,2.83
9175,30625,0.2996068,4.22
9175,30000,0.3058486,4.22
8276,39063,0.2118716,3.38
8276,39063,0.2118716,3.38
7094,29031,0.2443702,2.98
7094,44306,0.1601208,2.98
7094,84107,0.0843486,2.98
7094,48750,0.1455243,2.98
5907,36544,0.1616332,2.76
5907,36544,0.1616332,2.76
5522,6902,0.8001286,2.29
5979,20750,0.2881564,2.79
5979,9962,0.6002053,2.79
5979,11515,0.519257,2.79
6963,31705,0.2196272,3.18
6963,25391,0.274242,3.18
6963,17240,0.4039025,3.18
6963,23830,0.2922064,3.18
6963,17134,0.4064013,3.18
6963,20466,0.3402364,3.18
7609,45385,0.1676553,3.18
7609,25625,0.296938,3.18
7609,37014,0.2055718,3.18
7609,33984,0.2239005,3.18
7622,13233,0.5759538,3.21
7622,19381,0.393251,3.21
7622,18893,0.4034085,3.21
7435,67813,0.1096455,3.07
7435,67813,0.1096455,3.07
